"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000167332.9","HAVANA","gene",NA,NA,"ENSG00000167332.9","protein_coding","OR51E2","2","HGNC:15195","OTTHUMG00000133362.7",-2.21313423224732,-1.85540691668939,-3.78375138937264,0.000171816498671988,0.0285719803204445,0.644224482423263
"ENSG00000164220.7","HAVANA","gene",NA,NA,"ENSG00000164220.7","protein_coding","F2RL2","1","HGNC:3539","OTTHUMG00000102119.4",-4.37510090902329,3.90322237680734,-3.76414775486475,0.000185491615476246,0.0305656456556586,0.583229414417825
"ENSG00000075213.11","HAVANA","gene",NA,NA,"ENSG00000075213.11","protein_coding","SEMA3A","2","HGNC:10723","OTTHUMG00000023443.16",1.61899684605666,1.18011384630432,3.76160285282594,0.000187340331783132,0.0305921698549643,0.544976952916522
"ENSG00000131409.13","HAVANA","gene",NA,NA,"ENSG00000131409.13","protein_coding","LRRC4B","2","HGNC:25042","OTTHUMG00000183063.4",1.98377056134087,-1.46238564082473,3.74901351195404,0.000196743988323939,0.0318409065389261,0.533102484267454
"ENSG00000115318.12","HAVANA","gene",NA,NA,"ENSG00000115318.12","protein_coding","LOXL3","2","HGNC:13869","OTTHUMG00000129953.5",1.08084260873153,2.598119642848,3.74245140613742,0.000201820193227022,0.0323405823727765,0.422766522787501
"ENSG00000164406.8","HAVANA","gene",NA,NA,"ENSG00000164406.8","protein_coding","LEAP2","2","HGNC:29571","OTTHUMG00000059837.2",1.56062080972754,-0.772737540303091,3.74044100893067,0.000203399889136959,0.0323405823727765,0.504109562558029
"ENSG00000180155.20","HAVANA","gene",NA,NA,"ENSG00000180155.20","protein_coding","LYNX1","1","HGNC:29604","OTTHUMG00000191912.4",2.11965616996263,3.01489936218427,3.73431869771195,0.00020828262344277,0.032618511285076,0.30086342204451
"ENSG00000113430.10","HAVANA","gene",NA,NA,"ENSG00000113430.10","protein_coding","IRX4","1","HGNC:6129","OTTHUMG00000090411.5",-4.62092268436841,-0.546308875096952,-3.73374354464268,0.000208746955151099,0.032618511285076,0.476296358946087
"ENSG00000117266.16","HAVANA","gene",NA,NA,"ENSG00000117266.16","protein_coding","CDK18","1","HGNC:8751","OTTHUMG00000037203.6",1.53784699973007,4.06163253411367,3.72229411266146,0.000218195658539285,0.0338035427921631,0.234377748765305
"ENSG00000183876.9","HAVANA","gene",NA,NA,"ENSG00000183876.9","protein_coding","ARSI","2","HGNC:32521","OTTHUMG00000163479.4",-2.42005333027808,1.82210932344141,-3.71914777015837,0.000220861880275088,0.0339266308632732,0.431226555412749
"ENSG00000227992.1","HAVANA","gene",NA,NA,"ENSG00000227992.1","processed_pseudogene","AC108463.1","1",NA,"OTTHUMG00000153689.1",-1.57676314176734,-1.41925333766935,-3.71115049157043,0.000227777518021876,0.034694918417349,0.401067252553997
"ENSG00000145864.14","HAVANA","gene",NA,NA,"ENSG00000145864.14","protein_coding","GABRB2","2","HGNC:4082","OTTHUMG00000130349.3",-2.94690088789148,-0.296096337162459,-3.70292935300329,0.000235098849684951,0.0355116812449118,0.373848437060301
"ENSG00000275234.1","HAVANA","gene",NA,NA,"ENSG00000275234.1","lncRNA","AC010503.4","2",NA,"OTTHUMG00000186556.1",-1.54308976366006,3.05776632256305,-3.68714362294772,0.000249781766603138,0.0374177214995742,0.320028250063138
"ENSG00000136144.12","HAVANA","gene",NA,NA,"ENSG00000136144.12","protein_coding","RCBTB1","2","HGNC:18243","OTTHUMG00000016915.5",0.944789117196942,5.06714226693852,3.67394725436752,0.000262713724684495,0.039032368636321,0.0506554840344284
"ENSG00000125850.11","HAVANA","gene",NA,NA,"ENSG00000125850.11","protein_coding","OVOL2","2","HGNC:15804","OTTHUMG00000031960.8",-1.41136012514536,3.68077265292466,-3.65676218495152,0.000280499380015492,0.0409649147205002,0.202176642126261
"ENSG00000196352.16","HAVANA","gene",NA,NA,"ENSG00000196352.16","protein_coding","CD55","1","HGNC:2665","OTTHUMG00000036255.7",-1.49669805953429,6.39042363315807,-3.65497968682134,0.000282407576422665,0.0409649147205002,0.0267320231832864
"ENSG00000077454.16","HAVANA","gene",NA,NA,"ENSG00000077454.16","protein_coding","LRCH4","1","HGNC:6691","OTTHUMG00000159544.3",0.740154005258704,3.23052639319006,3.65489264585313,0.000282501066979065,0.0409649147205002,0.0978923501729962
"ENSG00000172831.14","HAVANA","gene",NA,NA,"ENSG00000172831.14","protein_coding","CES2","2","HGNC:1864","OTTHUMG00000137517.7",0.739928233339499,4.8525298266393,3.65045519784004,0.000287306040057184,0.0413310260482264,-0.0195227840464955
"ENSG00000211448.13","HAVANA","gene",NA,NA,"ENSG00000211448.13","protein_coding","DIO2","2","HGNC:2884","OTTHUMG00000171443.6",-3.30266877063226,4.32246594743662,-3.63864293828732,0.000300473538109199,0.0428849082816327,0.162009796690467
"ENSG00000157680.15","HAVANA","gene",NA,NA,"ENSG00000157680.15","protein_coding","DGKI","2","HGNC:2855","OTTHUMG00000155697.5",-1.87317883306994,1.35456996578759,-3.63299887366411,0.000306963338305977,0.0434688864854229,0.146170470936685
"ENSG00000159261.12","HAVANA","gene",NA,NA,"ENSG00000159261.12","protein_coding","CLDN14","2","HGNC:2035","OTTHUMG00000086638.2",-2.23304981625329,-1.45128810977799,-3.624398829112,0.000317105613426842,0.0445215247505643,0.116346241580137
"ENSG00000167280.17","HAVANA","gene",NA,NA,"ENSG00000167280.17","protein_coding","ENGASE","2","HGNC:24622","OTTHUMG00000167714.5",1.01454040528684,4.16853803412903,3.62256452381025,0.000319309181152673,0.0445215247505643,-0.0970546232638343
"ENSG00000159761.15","HAVANA","gene",NA,NA,"ENSG00000159761.15","protein_coding","C16orf86","2","HGNC:33755","OTTHUMG00000150527.5",1.2357666300213,0.028369477065043,3.61450455204541,0.000329163126830936,0.045545120892653,0.0811135000967527
"ENSG00000163687.14","HAVANA","gene",NA,NA,"ENSG00000163687.14","protein_coding","DNASE1L3","1","HGNC:2959","OTTHUMG00000159153.5",2.48700417315314,-0.919590014036887,3.60767285748245,0.000337738135977901,0.0463775867631473,0.0546186078148212
"ENSG00000203930.12","HAVANA","gene",NA,NA,"ENSG00000203930.12","lncRNA","LINC00632","2","HGNC:27865","OTTHUMG00000022548.18",-3.03709672105346,0.122968692721083,-3.60009923388603,0.00034748917025373,0.0473578097745798,0.0377675137301532
"ENSG00000114650.20","HAVANA","gene",NA,NA,"ENSG00000114650.20","protein_coding","SCAP","2","HGNC:30634","OTTHUMG00000125539.16",0.710650635089903,6.39195753650557,3.59274070689757,0.000357215686250188,0.0478040958371071,-0.238739651071262
"ENSG00000172803.18","HAVANA","gene",NA,NA,"ENSG00000172803.18","protein_coding","SNX32","1","HGNC:26423","OTTHUMG00000128491.4",1.57485690551972,-0.832318615634849,3.59221930985098,0.000357914467628701,0.0478040958371071,0.0116600142014125
"ENSG00000157551.19","HAVANA","gene",NA,NA,"ENSG00000157551.19","protein_coding","KCNJ15","2","HGNC:6261","OTTHUMG00000090609.7",-2.20859559549802,0.921242149617589,-3.59072613166357,0.000359922738169679,0.0478040958371071,0.00838899468085863
"ENSG00000174705.13","HAVANA","gene",NA,NA,"ENSG00000174705.13","protein_coding","SH3PXD2B","1","HGNC:29242","OTTHUMG00000163280.5",-1.19824213913762,6.44655347443573,-3.58969695232163,0.000361313093329123,0.0478040958371071,-0.2166974866835
"ENSG00000170899.11","HAVANA","gene",NA,NA,"ENSG00000170899.11","protein_coding","GSTA4","2","HGNC:4629","OTTHUMG00000014868.4",1.38227744188397,4.15995965536923,3.57948354613802,0.00037538639129201,0.0487359993929182,-0.260600081319908
"ENSG00000188859.7","HAVANA","gene",NA,NA,"ENSG00000188859.7","protein_coding","FAM78B","2","HGNC:13495","OTTHUMG00000034705.5",-1.79337282851612,1.06635971287554,-3.578820042885,0.000376318197063591,0.0487359993929182,-0.0298773457749908
"ENSG00000161513.12","HAVANA","gene",NA,NA,"ENSG00000161513.12","protein_coding","FDXR","1","HGNC:3642","OTTHUMG00000179026.9",1.29726199314675,3.7758546568512,3.57874564580024,0.000376422813362493,0.0487359993929182,-0.241999517616764
"ENSG00000134243.12","HAVANA","gene",NA,NA,"ENSG00000134243.12","protein_coding","SORT1","2","HGNC:11186","OTTHUMG00000011999.5",-1.0750922078645,7.36673806757029,-3.57535399996383,0.000381221158888527,0.0490071966383932,-0.29586059857199
"ENSG00000205795.4","HAVANA","gene",NA,NA,"ENSG00000205795.4","protein_coding","CYS1","2","HGNC:18525","OTTHUMG00000151703.1",-2.43299741250382,1.95695990672635,-3.57315466879399,0.000384363248308177,0.0490631566115072,-0.0482375775830555
"ENSG00000137203.15","HAVANA","gene",NA,NA,"ENSG00000137203.15","protein_coding","TFAP2A","1","HGNC:11742","OTTHUMG00000014235.8",-1.44025926633905,6.56598782960026,-3.56115141055331,0.000401943815743102,0.0506585891645613,-0.306152450722197
"ENSG00000124920.14","HAVANA","gene",NA,NA,"ENSG00000124920.14","protein_coding","MYRF","2","HGNC:1181","OTTHUMG00000168161.2",1.67688987430977,1.25788302909075,3.56081210986726,0.000402451552449345,0.0506585891645613,-0.147911476524301
"ENSG00000136059.14","HAVANA","gene",NA,NA,"ENSG00000136059.14","protein_coding","VILL","2","HGNC:30906","OTTHUMG00000130814.8",1.19431107127484,2.6968039902096,3.55715242469344,0.000407966306321899,0.0506813441226656,-0.22961021509138
"ENSG00000115884.11","HAVANA","gene",NA,NA,"ENSG00000115884.11","protein_coding","SDC1","2","HGNC:10658","OTTHUMG00000090751.5",-1.78764252630002,8.33424500520457,-3.55698225879987,0.000408224442342998,0.0506813441226656,-0.360735399534606
"ENSG00000092051.17","HAVANA","gene",NA,NA,"ENSG00000092051.17","protein_coding","JPH4","1","HGNC:20156","OTTHUMG00000028769.4",1.58143754206184,-1.04918729515334,3.54573913759623,0.000425622916925502,0.0517930318510248,-0.13803424781512
"ENSG00000156284.6","HAVANA","gene",NA,NA,"ENSG00000156284.6","protein_coding","CLDN8","2","HGNC:2050","OTTHUMG00000081872.2",-4.18362617174364,1.6533748910832,-3.54550239262337,0.000425996630786412,0.0517930318510248,-0.136993382233135
"ENSG00000241644.2","HAVANA","gene",NA,NA,"ENSG00000241644.2","protein_coding","INMT","2","HGNC:6069","OTTHUMG00000167163.2",1.78936465468309,0.858085175314509,3.54393712055338,0.000428475233191921,0.0517930318510248,-0.190018565024816
"ENSG00000181035.14","HAVANA","gene",NA,NA,"ENSG00000181035.14","protein_coding","SLC25A42","2","HGNC:28380","OTTHUMG00000183280.2",0.850234676642506,3.34502444731927,3.54385330156994,0.000428608340375908,0.0517930318510248,-0.29752833620258
"ENSG00000227775.3","HAVANA","gene",NA,NA,"ENSG00000227775.3","transcribed_processed_pseudogene","AL031282.1","1",NA,"OTTHUMG00000000825.3",1.34596266299995,2.07237161922125,3.535130051209,0.000442674774627663,0.052797566527688,-0.263551751038956
"ENSG00000115137.12","HAVANA","gene",NA,NA,"ENSG00000115137.12","protein_coding","DNAJC27","2","HGNC:30290","OTTHUMG00000125524.4",0.676469949331961,2.84108999654965,3.53508600195525,0.000442746889121074,0.052797566527688,-0.274754782246677
"ENSG00000160323.19","HAVANA","gene",NA,NA,"ENSG00000160323.19","protein_coding","ADAMTS13","2","HGNC:1366","OTTHUMG00000020876.4",1.28050691728014,1.8031896978528,3.52825925084896,0.000454057060731832,0.0537924070772888,-0.264673633977391
"ENSG00000164093.17","HAVANA","gene",NA,NA,"ENSG00000164093.17","protein_coding","PITX2","2","HGNC:9005","OTTHUMG00000132837.9",-2.55476813394449,-0.854697289355424,-3.51291237863544,0.00048047738081222,0.0565131247410146,-0.240164846615055
"ENSG00000196460.14","HAVANA","gene",NA,NA,"ENSG00000196460.14","protein_coding","RFX8","2","HGNC:37253","OTTHUMG00000130693.7",-1.61402104692322,-0.228522068198635,-3.51134339597243,0.000483257990447825,0.0565131247410146,-0.245028078241365
"ENSG00000230838.1","HAVANA","gene",NA,NA,"ENSG00000230838.1","lncRNA","LINC01614","2","HGNC:51847","OTTHUMG00000154838.1",-2.71946696837816,1.92053693883937,-3.50946080241711,0.000486614255240845,0.0565408332724074,-0.251408742094812
"ENSG00000174791.11","HAVANA","gene",NA,NA,"ENSG00000174791.11","protein_coding","RIN1","1","HGNC:18749","OTTHUMG00000167085.3",1.14679718510571,2.59259198561033,3.50635200067402,0.000492204350371157,0.0568260895211949,-0.383712588564194
"ENSG00000095587.9","HAVANA","gene",NA,NA,"ENSG00000095587.9","protein_coding","TLL2","2","HGNC:11844","OTTHUMG00000018833.3",-2.12429569538137,-0.361472892423445,-3.50003545257691,0.000503747905875236,0.0577907249486995,-0.280657026195811
"ENSG00000162433.15","HAVANA","gene",NA,NA,"ENSG00000162433.15","protein_coding","AK4","2","HGNC:363","OTTHUMG00000009033.3",-3.40492749312068,5.09974319326694,-3.49762634377467,0.000508216876034747,0.0579367238679611,-0.308121747482745
"ENSG00000123815.13","HAVANA","gene",NA,NA,"ENSG00000123815.13","protein_coding","COQ8B","2","HGNC:19041","OTTHUMG00000182620.8",0.752294710826946,4.99828106712965,3.49166972734779,0.000519426191765176,0.0588444946995974,-0.565373398278798
"ENSG00000172061.9","HAVANA","gene",NA,NA,"ENSG00000172061.9","protein_coding","LRRC15","2","HGNC:20818","OTTHUMG00000156048.2",-4.070135118294,6.39911411355322,-3.48659545107966,0.000529156931193325,0.059574525060933,-0.362309197631513
"ENSG00000261742.6","HAVANA","gene",NA,NA,"ENSG00000261742.6","lncRNA","LINC00922","2","HGNC:27545","OTTHUMG00000172812.7",-2.74907481434112,-0.83246145921414,-3.48217999875734,0.000537762610421505,0.0601696609660506,-0.336581461303227
"ENSG00000136052.9","HAVANA","gene",NA,NA,"ENSG00000136052.9","protein_coding","SLC41A2","2","HGNC:31045","OTTHUMG00000156965.5",-1.88018511183566,3.90816008431858,-3.48009819541801,0.000541865228342706,0.0602567431223306,-0.37325962597403
"ENSG00000160862.13","HAVANA","gene",NA,NA,"ENSG00000160862.13","protein_coding","AZGP1","2","HGNC:910","OTTHUMG00000023066.5",-2.96295019634475,8.99465706567603,-3.47409927495182,0.000553851449321198,0.0612140937219271,-0.633157137345533
"ENSG00000105339.11","HAVANA","gene",NA,NA,"ENSG00000105339.11","protein_coding","DENND3","1","HGNC:29134","OTTHUMG00000164775.12",0.986065529444905,4.15841097030851,3.4677747772621,0.000566756077272604,0.0622607312523832,-0.61757986199865
"ENSG00000233818.1","HAVANA","gene",NA,NA,"ENSG00000233818.1","lncRNA","AP000695.2","1",NA,"OTTHUMG00000086611.2",-1.5546963142095,-1.55509308019435,-3.46376178124531,0.000575089303627176,0.0625903548768579,-0.393976881153482
"ENSG00000213445.10","HAVANA","gene",NA,NA,"ENSG00000213445.10","protein_coding","SIPA1","1","HGNC:10885","OTTHUMG00000166541.3",0.957895180952645,5.13439616431678,3.46301015570933,0.000576662764230126,0.0625903548768579,-0.669445210011976
"ENSG00000235997.3","HAVANA","gene",NA,NA,"ENSG00000235997.3","lncRNA","LINC01936","2","HGNC:52759","OTTHUMG00000152052.7",-1.57462330197398,-1.11884784799468,-3.45984988170664,0.000583322597239352,0.0629363416521458,-0.406130882054082
"ENSG00000101825.8","HAVANA","gene",NA,NA,"ENSG00000101825.8","protein_coding","MXRA5","2","HGNC:7539","OTTHUMG00000021083.3",-1.6979211257392,8.2006549120412,-3.45153124489065,0.000601197809146749,0.0644374004648175,-0.713807685574196
"ENSG00000184205.14","HAVANA","gene",NA,NA,"ENSG00000184205.14","protein_coding","TSPYL2","2","HGNC:24358","OTTHUMG00000021597.4",0.840425120292919,4.54706061751615,3.45009056135281,0.000604345033599193,0.0644374004648175,-0.689721897909595
"ENSG00000188803.15","HAVANA","gene",NA,NA,"ENSG00000188803.15","protein_coding","SHISA6","2","HGNC:34491","OTTHUMG00000154121.7",-3.01092421958842,0.66645537454696,-3.44427299130861,0.000617210784406448,0.0653173243125483,-0.454426337101895
"ENSG00000156427.8","HAVANA","gene",NA,NA,"ENSG00000156427.8","protein_coding","FGF18","2","HGNC:3674","OTTHUMG00000130464.3",-1.94801930045688,-0.331337627752606,-3.44311381394596,0.000619804688390065,0.0653173243125483,-0.458008176042832
"ENSG00000256616.3","HAVANA","gene",NA,NA,"ENSG00000256616.3","transcribed_processed_pseudogene","AP002414.2","1",NA,"OTTHUMG00000180683.1",-1.96481921274174,-0.503018576142317,-3.43727055523168,0.000633035784455123,0.065724712644875,-0.476034862025067
"ENSG00000099953.10","HAVANA","gene",NA,NA,"ENSG00000099953.10","protein_coding","MMP11","2","HGNC:7157","OTTHUMG00000150742.3",-2.48030261615369,8.05158735464222,-3.43617443458304,0.000635546931979217,0.065724712644875,-0.745462493120928
"ENSG00000121904.17","HAVANA","gene",NA,NA,"ENSG00000121904.17","protein_coding","CSMD2","2","HGNC:19290","OTTHUMG00000011135.10",-2.26768084004364,1.41563197639298,-3.43348458905375,0.000641748642204819,0.065724712644875,-0.489192858086053
"ENSG00000176919.13","HAVANA","gene",NA,NA,"ENSG00000176919.13","protein_coding","C8G","2","HGNC:1354","OTTHUMG00000020955.4",1.65453018756882,-1.20278772292174,3.4329393384462,0.000643012633358331,0.065724712644875,-0.49470840719257
"ENSG00000101311.16","HAVANA","gene",NA,NA,"ENSG00000101311.16","protein_coding","FERMT1","2","HGNC:15889","OTTHUMG00000031826.4",-3.96058838800378,0.860368153003831,-3.43247126737415,0.000644099560024324,0.065724712644875,-0.490839440629362
"ENSG00000134884.15","HAVANA","gene",NA,NA,"ENSG00000134884.15","protein_coding","ARGLU1","2","HGNC:25482","OTTHUMG00000017321.4",0.971127852343101,6.06493309829176,3.43190088003478,0.00064542639582852,0.065724712644875,-0.779202167257
"ENSG00000187527.11","HAVANA","gene",NA,NA,"ENSG00000187527.11","protein_coding","ATP13A5","2","HGNC:31789","OTTHUMG00000156101.3",-4.37349345588678,-0.352676328918777,-3.42635115377721,0.000658469908442476,0.0664423866847772,-0.509672210071825
"ENSG00000038427.16","HAVANA","gene",NA,NA,"ENSG00000038427.16","protein_coding","VCAN","2","HGNC:2464","OTTHUMG00000131321.7",-1.87626677939661,8.16037034372735,-3.42578880163724,0.000659805230236119,0.0664423866847772,-0.7963055970955
"ENSG00000086717.18","HAVANA","gene",NA,NA,"ENSG00000086717.18","protein_coding","PPEF1","2","HGNC:9243","OTTHUMG00000021219.9",-1.83875511116843,1.291707221176,-3.42213132456243,0.000668551821802481,0.0669512172485733,-0.524984135751925
"ENSG00000139625.13","HAVANA","gene",NA,NA,"ENSG00000139625.13","protein_coding","MAP3K12","1","HGNC:6851","OTTHUMG00000169854.5",1.10265478900193,3.5229781661391,3.41387590253072,0.000688692964469321,0.0685892784284116,-0.763838303792919
"ENSG00000228878.8","HAVANA","gene",NA,NA,"ENSG00000228878.8","lncRNA","SEPTIN7-DT","2","HGNC:51153","OTTHUMG00000155061.4",1.0731617742962,0.108752779704746,3.40417021282043,0.00071309530981138,0.0706315059324649,-0.591327453057366
"ENSG00000172613.8","HAVANA","gene",NA,NA,"ENSG00000172613.8","protein_coding","RAD9A","2","HGNC:9827","OTTHUMG00000167670.8",0.799348922881207,3.79666645636725,3.40257645120348,0.000717178579289737,0.0706498854793792,-0.794630840689564
"ENSG00000164920.9","HAVANA","gene",NA,NA,"ENSG00000164920.9","protein_coding","OSR2","2","HGNC:15830","OTTHUMG00000164640.5",1.70145216349917,2.96396658846078,3.40005366954675,0.000723686584712091,0.0706823515122524,-0.808182455234047
"ENSG00000227496.3","HAVANA","gene",NA,NA,"ENSG00000227496.3","lncRNA","AC099066.2","2",NA,"OTTHUMG00000037739.8",-1.96314243516068,-0.590346061122841,-3.39942875671749,0.000725307148917519,0.0706823515122524,-0.592190408521126
"ENSG00000112164.6","HAVANA","gene",NA,NA,"ENSG00000112164.6","protein_coding","GLP1R","2","HGNC:4324","OTTHUMG00000014638.2",-3.12575988418726,-0.675148195860993,-3.39758744741762,0.0007301018276348,0.0707691215385475,-0.597805233737433
"ENSG00000204444.11","HAVANA","gene",NA,NA,"ENSG00000204444.11","protein_coding","APOM","2","HGNC:13916","OTTHUMG00000031250.5",1.14723723961848,0.6304354802756,3.39264950722481,0.000743106129923086,0.0715868025525803,-0.641317794692918
