"","Gene","gene_id","gene_type","logFC.x","P.Value.x","adj.P.Val.x","chr","Name","Relation_to_Island","Gene_Group","logFC.y","P.Value.y","adj.P.Val.y","Gene_expression","DNA_Methylation"
"128","BCAT1","ENSG00000060982.15","protein_coding",-1.25320503185105,0.0335129914524006,0.461709420135924,"chr12","cg27093403","OpenSea","Body",-1.49385860492458,0.00519041953508949,0.169491367673258,"Down","Hypo"
"129","BCAT1","ENSG00000060982.15","protein_coding",-1.25320503185105,0.0335129914524006,0.461709420135924,"chr12","cg23792314","Island","Body",-1.6168041279934,0.0311359851526941,0.404334277370778,"Down","Hypo"
"130","BEST4","ENSG00000142959.5","protein_coding",1.29911522215247,0.0252341400487789,0.409948619806533,"chr1","cg01564925","S_Shore","1stExon",-0.492815728935891,0.0479730227246348,0.483388264298337,"Up","Hypo"
"131","BEST4","ENSG00000142959.5","protein_coding",1.29911522215247,0.0252341400487789,0.409948619806533,"chr1","cg19804249","S_Shore","TSS200",-1.11730155885954,0.0243247114482184,0.362561303455047,"Up","Hypo"
"132","BLVRA","ENSG00000106605.11","protein_coding",0.855605218977652,0.0293838767179137,0.437015158181057,"chr7","cg01745690","Island","TSS200",0.475745055399751,0.0251482070149204,0.36777059992378,"Up","Hyper"
"133","BLVRA","ENSG00000106605.11","protein_coding",0.855605218977652,0.0293838767179137,0.437015158181057,"chr7","cg22555539","Island","TSS200",0.515623518930488,0.00605500486730059,0.183722458852171,"Up","Hyper"
"134","BMP7","ENSG00000101144.13","protein_coding",-2.46600927411664,0.0191341062836419,0.369809646104154,"chr20","cg02942008","S_Shore","TSS1500",-1.32977928031662,0.00236878900996007,0.111150716171143,"Down","Hypo"
"135","BMP7","ENSG00000101144.13","protein_coding",-2.46600927411664,0.0191341062836419,0.369809646104154,"chr20","cg20955836","N_Shelf","Body",-1.65694202163089,0.00563950581307926,0.177298629301141,"Down","Hypo"
"136","BMP7","ENSG00000101144.13","protein_coding",-2.46600927411664,0.0191341062836419,0.369809646104154,"chr20","cg09513276","N_Shelf","Body",-1.8459622968956,0.00252586456165331,0.115158300843186,"Down","Hypo"
"137","BMP7","ENSG00000101144.13","protein_coding",-2.46600927411664,0.0191341062836419,0.369809646104154,"chr20","cg08396974","Island","Body",-1.24628251634538,0.0471397546846712,0.480596525083296,"Down","Hypo"
"138","BMP7","ENSG00000101144.13","protein_coding",-2.46600927411664,0.0191341062836419,0.369809646104154,"chr20","cg26516759","Island","1stExon",-1.18857341646611,0.0463145538047502,0.477503575818674,"Down","Hypo"
"139","BMP7","ENSG00000101144.13","protein_coding",-2.46600927411664,0.0191341062836419,0.369809646104154,"chr20","cg04043642","S_Shore","TSS1500",-1.1491762023959,0.0123981855417092,0.264978523530841,"Down","Hypo"
"140","BMP7","ENSG00000101144.13","protein_coding",-2.46600927411664,0.0191341062836419,0.369809646104154,"chr20","cg20340302","Island","1stExon",-2.14258668171152,0.0291584477810865,0.392599759499107,"Down","Hypo"
"141","BMPR1A","ENSG00000107779.14","protein_coding",-0.545294916560254,0.0186009734149833,0.366954728514439,"chr10","cg25946646","OpenSea","5'UTR",-1.0586403311746,0.0415403334623342,0.456686650276256,"Down","Hypo"
"142","BRD9","ENSG00000028310.18","protein_coding",0.526441535682235,0.00732497639383012,0.25051419266899,"chr5","cg24179734","N_Shore","Body",-2.20874537407925,0.0194954139161492,0.327682976207835,"Up","Hypo"
"143","BRD9","ENSG00000028310.18","protein_coding",0.526441535682235,0.00732497639383012,0.25051419266899,"chr5","cg15154318","N_Shelf","Body",-0.94405494345286,0.0204738342429723,0.334941874812397,"Up","Hypo"
"144","BRD9","ENSG00000028310.18","protein_coding",0.526441535682235,0.00732497639383012,0.25051419266899,"chr5","cg13027544","N_Shelf","Body",-1.7530866502122,0.0125921669238919,0.266919285092267,"Up","Hypo"
"145","BRD9","ENSG00000028310.18","protein_coding",0.526441535682235,0.00732497639383012,0.25051419266899,"chr5","cg15052217","N_Shore","Body",-0.738838288387016,0.00746358275199802,0.205247303344087,"Up","Hypo"
"146","BRD9","ENSG00000028310.18","protein_coding",0.526441535682235,0.00732497639383012,0.25051419266899,"chr5","cg07367113","N_Shore","Body",-2.98165047092086,0.00196646585333881,0.0998565668248329,"Up","Hypo"
"147","BRD9","ENSG00000028310.18","protein_coding",0.526441535682235,0.00732497639383012,0.25051419266899,"chr5","cg07148743","N_Shore","Body",-2.42455440245536,0.00594759982659504,0.182111964255878,"Up","Hypo"
"148","BSDC1","ENSG00000160058.19","protein_coding",0.402489654710398,0.0326491557037806,0.455580135709566,"chr1","cg15654964","S_Shore","TSS1500",-0.530453595761327,0.0421140661701527,0.45926555005001,"Up","Hypo"
"149","BVES","ENSG00000112276.14","protein_coding",-1.16531837604873,0.0242713764588775,0.40473134286441,"chr6","cg14159026","Island","TSS1500",-2.87179559625995,0.0419385284565604,0.458393234646372,"Down","Hypo"
"150","BVES","ENSG00000112276.14","protein_coding",-1.16531837604873,0.0242713764588775,0.40473134286441,"chr6","cg20624391","Island","5'UTR",-2.69163541326903,0.00766240956156084,0.207921149203541,"Down","Hypo"
"151","BVES","ENSG00000112276.14","protein_coding",-1.16531837604873,0.0242713764588775,0.40473134286441,"chr6","cg04337854","S_Shore","TSS1500",-2.10749265480967,0.000668707594885867,0.0544734930957929,"Down","Hypo"
"152","BVES","ENSG00000112276.14","protein_coding",-1.16531837604873,0.0242713764588775,0.40473134286441,"chr6","cg25280433","Island","5'UTR",-2.62162756229502,0.0116052405752605,0.256103701110202,"Down","Hypo"
"153","C1QTNF3","ENSG00000082196.21","protein_coding",-1.55051512514546,0.0402141566030752,0.496760521420218,"chr5","cg17617843","OpenSea","TSS200",-1.23233142882556,0.0440596536853991,0.468020413659978,"Down","Hypo"
"154","C3orf14","ENSG00000114405.11","protein_coding",-1.14098897292245,0.0366317550152807,0.480453828803892,"chr3","cg18080370","S_Shore","1stExon",1.75097919359949,0.00815190868193202,0.214447688299848,"Down","Hyper"
"155","C3orf14","ENSG00000114405.11","protein_coding",-1.14098897292245,0.0366317550152807,0.480453828803892,"chr3","cg01999476","S_Shelf","Body",-1.37796329157656,2.96922228522353e-05,0.00783410736415604,"Down","Hypo"
"156","C8orf33","ENSG00000182307.14","protein_coding",0.596601176705484,0.0410570764554644,0.50010359820565,"chr8","cg06443863","Island","TSS1500",0.888399402215431,0.00530997670551732,0.171795650969217,"Up","Hyper"
"157","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg15742412","Island","TSS1500",-1.96767281968484,0.0266178565693619,0.377127177932183,"Down","Hypo"
"158","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg25465938","Island","Body",-1.9245494190857,0.0325041262511612,0.412290214181711,"Down","Hypo"
"159","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg00304388","N_Shore","Body",-1.6945400569258,0.0373338416632416,0.437755294091795,"Down","Hypo"
"160","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg23241456","N_Shore","TSS1500",-1.36903158550027,0.0336819926484783,0.419374140348022,"Down","Hypo"
"161","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg13948585","Island","TSS1500",-1.97284000661471,0.0429127033163468,0.463162054614241,"Down","Hypo"
"162","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg02431597","N_Shore","TSS1500",-1.64435783138241,0.0207638541778313,0.337450814016296,"Down","Hypo"
"163","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg24304249","Island","Body",-2.36010787571515,0.00254980610050991,0.115762644737332,"Down","Hypo"
"164","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg12041401","OpenSea","Body",-1.12595465326802,0.0466345242088272,0.478918153518593,"Down","Hypo"
"165","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg00319893","OpenSea","Body",-1.02059851014252,0.0449913168509605,0.47228506987448,"Down","Hypo"
"166","CACNA1E","ENSG00000198216.12","protein_coding",-1.61590726255915,0.00991544243250881,0.279138947639045,"chr1","cg25585172","Island","Body",-1.63516442906566,0.0193287068887327,0.326350979237271,"Down","Hypo"
"167","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg16650212","S_Shore","Body",-1.53208771429752,0.0319316560501998,0.408912846498604,"Up","Hypo"
"168","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg09414620","N_Shelf","Body",-1.10280543431794,0.0069594859115431,0.197365013475637,"Up","Hypo"
"169","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg09863428","Island","Body",-1.29683907689652,0.0266049578374498,0.377007037454538,"Up","Hypo"
"170","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg10083464","S_Shore","Body",-1.68902427719442,0.0383574428792949,0.442672455783806,"Up","Hypo"
"171","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg00396699","N_Shore","Body",-0.93268417275624,0.0409056943468048,0.453666825995911,"Up","Hypo"
"172","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg00840270","S_Shore","Body",-0.732637109728002,0.0461797247418328,0.476892349393678,"Up","Hypo"
"173","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg00931520","S_Shore","Body",-1.00964177969188,0.00926434711496246,0.22858454174894,"Up","Hypo"
"174","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg04983933","Island","Body",-1.64698317086739,0.0262054417178875,0.374578484732765,"Up","Hypo"
"175","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg27000853","S_Shore","Body",-1.07948028793847,0.0376241324582437,0.439129323144975,"Up","Hypo"
"176","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg00300794","S_Shore","Body",-2.14404337024562,0.0343130877145318,0.422617037434652,"Up","Hypo"
"177","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg06503716","Island","Body",-1.21470944330674,0.0359226135273191,0.430745666132444,"Up","Hypo"
"178","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg09662162","S_Shore","Body",-0.754908496250321,0.0183564380041242,0.319062463746651,"Up","Hypo"
"179","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg08101977","S_Shore","Body",-1.41918324243576,0.0197615307185461,0.329664686083,"Up","Hypo"
"180","CACNA1H","ENSG00000196557.13","protein_coding",1.9017710640334,0.0100665856566553,0.279138947639045,"chr16","cg02421033","Island","Body",-1.20106385622665,0.0333350966491127,0.417399789397441,"Up","Hypo"
"181","CACYBP","ENSG00000116161.18","protein_coding",-0.578661145721948,0.0246969842602718,0.405839337335373,"chr1","cg00767644","Island","1stExon",0.501367394511256,0.0498968764872487,0.491603004866276,"Down","Hyper"
"182","CADPS","ENSG00000163618.18","protein_coding",-2.00345756187183,0.00148312856676496,0.108737295884708,"chr3","cg10748355","S_Shore","TSS1500",-2.75994998586976,0.000408121385339907,0.040890013305455,"Down","Hypo"
"183","CADPS","ENSG00000163618.18","protein_coding",-2.00345756187183,0.00148312856676496,0.108737295884708,"chr3","cg24505341","S_Shore","TSS1500",-1.61305130592013,0.00262159883729434,0.117153199511761,"Down","Hypo"
"184","CADPS","ENSG00000163618.18","protein_coding",-2.00345756187183,0.00148312856676496,0.108737295884708,"chr3","cg13514230","Island","Body",-1.6198238700436,0.0412008879631636,0.454920657665405,"Down","Hypo"
"185","CADPS","ENSG00000163618.18","protein_coding",-2.00345756187183,0.00148312856676496,0.108737295884708,"chr3","cg02041899","OpenSea","Body",-1.28647763980139,0.00615361035990794,0.185357849129712,"Down","Hypo"
"186","CADPS","ENSG00000163618.18","protein_coding",-2.00345756187183,0.00148312856676496,0.108737295884708,"chr3","cg21458907","Island","5'UTR",-1.63780739262475,0.0310259881545895,0.403774289865509,"Down","Hypo"
"187","CADPS","ENSG00000163618.18","protein_coding",-2.00345756187183,0.00148312856676496,0.108737295884708,"chr3","cg11274527","OpenSea","3'UTR",-1.1446553594381,0.0011907163038924,0.0752733074600517,"Down","Hypo"
"188","CADPS","ENSG00000163618.18","protein_coding",-2.00345756187183,0.00148312856676496,0.108737295884708,"chr3","cg11905007","Island","TSS200",-2.21638609285908,0.0113184650429489,0.253049562508716,"Down","Hypo"
"189","CADPS","ENSG00000163618.18","protein_coding",-2.00345756187183,0.00148312856676496,0.108737295884708,"chr3","cg15957055","Island","5'UTR",-2.11978359912802,0.00640455693733396,0.189405588134328,"Down","Hypo"
"190","CADPS","ENSG00000163618.18","protein_coding",-2.00345756187183,0.00148312856676496,0.108737295884708,"chr3","cg21534264","S_Shore","TSS1500",-2.13087064466727,0.0132229569809861,0.273152438765492,"Down","Hypo"
"191","CALB2","ENSG00000172137.19","protein_coding",-2.42304709833102,0.024785619906778,0.405839337335373,"chr16","cg06389098","OpenSea","Body",-2.09769858498778,0.0461696903265511,0.47685925966404,"Down","Hypo"
"192","CALB2","ENSG00000172137.19","protein_coding",-2.42304709833102,0.024785619906778,0.405839337335373,"chr16","cg09452293","S_Shore","Body",0.932497441300177,0.0209364027040617,0.33863737152269,"Down","Hyper"
"193","CAMK2A","ENSG00000070808.16","protein_coding",-1.50209916960217,0.0102083415603546,0.279934038007544,"chr5","cg03873049","OpenSea","Body",-1.4174465728671,0.00296019388811675,0.125156237323237,"Down","Hypo"
"194","CAPN12","ENSG00000182472.9","protein_coding",1.13085458765256,0.0353752100337153,0.471099915635268,"chr19","cg19645320","OpenSea","Body",-0.897755352672426,0.0487349656185698,0.486899662407906,"Up","Hypo"
"195","CAPN3","ENSG00000092529.25","protein_coding",1.34349496024282,0.00227818919305263,0.136736613620106,"chr15","cg07101926","OpenSea","Body",-0.978762484551556,0.0432589943241597,0.464852858885637,"Up","Hypo"
"196","CATSPER1","ENSG00000175294.6","protein_coding",1.10095893249362,0.0133812932766064,0.320278434812594,"chr11","cg04672785","S_Shelf","1stExon",-1.38540535891109,0.0473540465464564,0.481597006256726,"Up","Hypo"
"197","CATSPER1","ENSG00000175294.6","protein_coding",1.10095893249362,0.0133812932766064,0.320278434812594,"chr11","cg22973812","N_Shelf","Body",-0.893345722264735,0.00462014955249455,0.159406438037277,"Up","Hypo"
"198","CAV1","ENSG00000105974.13","protein_coding",-0.980976057486115,0.0299234583162553,0.441328401497513,"chr7","cg24987440","OpenSea","Body",-1.3689363882798,0.0236971531543698,0.358282349609476,"Down","Hypo"
"199","CAV1","ENSG00000105974.13","protein_coding",-0.980976057486115,0.0299234583162553,0.441328401497513,"chr7","cg25515317","N_Shore","TSS1500",-1.12716923770221,0.00812537351685937,0.214099053646464,"Down","Hypo"
"200","CBLN4","ENSG00000054803.4","protein_coding",-3.88299837023387,1.51854093319638e-06,0.000887905579197343,"chr20","cg25993718","Island","TSS200",-1.87644851829317,0.00225725327027549,0.10804114897083,"Down","Hypo"
"201","CBLN4","ENSG00000054803.4","protein_coding",-3.88299837023387,1.51854093319638e-06,0.000887905579197343,"chr20","cg03355524","Island","Body",-1.66670097035211,0.0449518040293149,0.472202238668455,"Down","Hypo"
"202","CBLN4","ENSG00000054803.4","protein_coding",-3.88299837023387,1.51854093319638e-06,0.000887905579197343,"chr20","cg06672560","Island","TSS200",-1.25512263498219,0.0273402429313692,0.381588414936627,"Down","Hypo"
"203","CBLN4","ENSG00000054803.4","protein_coding",-3.88299837023387,1.51854093319638e-06,0.000887905579197343,"chr20","cg02501779","Island","5'UTR",-1.50644795169311,0.012055045005084,0.261156998716087,"Down","Hypo"
"204","CBLN4","ENSG00000054803.4","protein_coding",-3.88299837023387,1.51854093319638e-06,0.000887905579197343,"chr20","cg20779964","Island","TSS200",-2.60526650698421,6.42758985865491e-05,0.0128715840611351,"Down","Hypo"
"205","CBLN4","ENSG00000054803.4","protein_coding",-3.88299837023387,1.51854093319638e-06,0.000887905579197343,"chr20","cg00480389","Island","TSS200",-1.76315487593886,0.0212497212437636,0.340732515978209,"Down","Hypo"
"206","CBX7","ENSG00000100307.13","protein_coding",0.689676743831229,0.031416204950397,0.450871045867693,"chr22","cg14097849","OpenSea","3'UTR",-1.13937909513586,0.000895644524382107,0.063879872365737,"Up","Hypo"
"207","CBX7","ENSG00000100307.13","protein_coding",0.689676743831229,0.031416204950397,0.450871045867693,"chr22","cg01027808","OpenSea","3'UTR",-1.01859372761442,0.00250604963575701,0.114597172804603,"Up","Hypo"
"208","CCDC146","ENSG00000135205.15","protein_coding",0.704271518197888,0.0328048728943332,0.457031793901866,"chr7","cg06963421","N_Shore","TSS1500",-0.752394684995026,0.0103898787167132,0.242694038372147,"Up","Hypo"
"209","CCDC146","ENSG00000135205.15","protein_coding",0.704271518197888,0.0328048728943332,0.457031793901866,"chr7","cg26585202","S_Shore","TSS200",0.516461275737086,0.0272929326446552,0.381396928436637,"Up","Hyper"
